,name,categories,review_count,rating,address,zipcode,city,coordinates,phone,transactions
27,Cellf Juices,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]",3,3.5,"['1026 Bay St', 'Springfield, MA 01109']",01109,Springfield,"{'latitude': 42.13173084159179, 'longitude': -72.55062952698366}",(413) 209-9281,[]
28,Li's Brothers,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",57,3.5,"['795 Maple Rd', 'Longmeadow, MA 01106']",01106,Longmeadow,"{'latitude': 42.0327901898061, 'longitude': -72.5529426647795}",(413) 567-2037,"['pickup', 'delivery']"
29,Hot Table,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",95,4.0,"['83 Freshwater Blvd', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.9919794870649, 'longitude': -72.5762882337677}",(860) 741-2000,"['pickup', 'delivery']"
30,Choice Health,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'herbalshops', 'title': 'Herbal Shops'}]",2,3.0,"['307 E Main St', 'Westfield, MA 01085']",01085,Westfield,"{'latitude': 42.1137361, 'longitude': -72.7258486}",(413) 568-8333,[]
31,Hot Table,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",65,4.0,"['455 Breckwood Blvd', 'Springfield, MA 01109']",01109,Springfield,"{'latitude': 42.1168251037598, 'longitude': -72.523567199707}",(413) 782-8800,"['pickup', 'delivery']"
32,Liberty’s Mediterranean Giant Grinders,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",10,5.0,"['63 Liberty St', 'Springfield, MA 01103']",01103,Springfield,"{'latitude': 42.10634, 'longitude': -72.595511}",(413) 736-1260,"['pickup', 'delivery']"
33,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1,4.0,"['356 Memorial Ave', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.0965759914981, 'longitude': -72.6029499053312}",(413) 788-0008,[]
34,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",9,2.0,"['840 Suffield St', 'Southgate Plaza', 'Agawam, MA 01001']",01001,Agawam,"{'latitude': 42.060669177049455, 'longitude': -72.6336133725422}",(413) 789-7770,"['pickup', 'delivery']"
35,Shortstop Bar & Grill,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",95,3.0,"['99 Springfield Rd', 'Westfield, MA 01085']",01085,Westfield,"{'latitude': 42.1097732575367, 'longitude': -72.7099312581689}",(413) 642-6370,"['pickup', 'delivery']"
36,Theodores Booze Blues & BBQ,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'bars', 'title': 'Bars'}]",582,4.5,"['201 Worthington St', 'Springfield, MA 01103']",01103,Springfield,"{'latitude': 42.1041412353516, 'longitude': -72.592041015625}",(413) 736-6000,['delivery']
37,Cedar's Food Mart & Grill,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'headshops', 'title': 'Head Shops'}]",29,4.0,"['405 Armory St', 'Springfield, MA 01104']",01104,Springfield,"{'latitude': 42.12052, 'longitude': -72.585797}",(413) 273-1215,"['pickup', 'delivery']"
38,Vinh Chau,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",137,4.5,"['409 Dickinson St', 'Springfield, MA 01108']",01108,Springfield,"{'latitude': 42.0864779, 'longitude': -72.5577561}",(413) 731-8858,['delivery']
39,Pho Saigon Restaurant,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",252,4.5,"['400 Dickinson St', 'Springfield, MA 01108']",01108,Springfield,"{'latitude': 42.08653, 'longitude': -72.55834}",(413) 781-4488,['delivery']
40,Silvia's Thompsonville Cafe,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",30,4.0,"['28 Pleasant St', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.999995, 'longitude': -72.599887}",(860) 741-6969,['delivery']
41,Milano Importing,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",14,4.5,"['988 Main St', 'Springfield, MA 01105']",01105,Springfield,"{'latitude': 42.0988, 'longitude': -72.58443}",(413) 737-7367,['delivery']
42,Gold Chopsticks,"[{'alias': 'chinese', 'title': 'Chinese'}]",40,3.0,"['12 Chestnut St', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.1040029, 'longitude': -72.6379896}",(413) 746-3338,['delivery']
43,Enfield Produce,"[{'alias': 'grocery', 'title': 'Grocery'}]",8,4.0,"['565 Enfield St', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 42.00865131400341, 'longitude': -72.59278710429845}",(860) 745-7731,[]
44,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3,3.5,"['1211 E Columbus Ave', 'Springfield, MA 01105']",01105,Springfield,"{'latitude': 42.0973543114018, 'longitude': -72.5860203129916}",(413) 736-7410,[]
45,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3,3.5,"['6 N Westfield St', 'Feeding Hills, MA 01030']",01030,Feeding Hills,"{'latitude': 42.0672400764412, 'longitude': -72.6781712}",(413) 786-1537,[]
46,Bueno Y Sano,"[{'alias': 'mexican', 'title': 'Mexican'}]",79,4.0,"['935 Riverdale St', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.128797342, 'longitude': -72.6224309115}",(413) 737-1259,"['pickup', 'delivery']"
47,Uno Pizzeria & Grill,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'desserts', 'title': 'Desserts'}]",85,2.5,"['820 W Columbus Ave', 'Springfield, MA 01105']",01105,Springfield,"{'latitude': 42.0922715, 'longitude': -72.5832992}",(413) 733-1300,"['pickup', 'delivery']"
48,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2,3.0,"['819 Williams St', 'Unit M', 'Longmeadow, MA 01106']",01106,Longmeadow,"{'latitude': 42.05554005574968, 'longitude': -72.55423802762141}",(413) 567-4400,"['pickup', 'delivery']"
49,McDonald's,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",10,1.5,"['299 E Main', 'Westfield, MA 01085']",01085,Westfield,"{'latitude': 42.113688, 'longitude': -72.726888}",(413) 562-3428,['delivery']
50,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1,2.0,"['141 Springfield Rd', 'Westfield, MA 01085']",01085,Westfield,"{'latitude': 42.1089876710362, 'longitude': -72.708329828836}",(413) 562-1891,[]
51,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",5,1.0,"['556-560 Sumner Ave', 'Springfield, MA 01108']",01108,Springfield,"{'latitude': 42.0866716808035, 'longitude': -72.556489956883}",(413) 734-1063,[]
52,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3,3.0,"['405 Armory St', 'Springfield, MA 01104']",01104,Springfield,"{'latitude': 42.1207038276463, 'longitude': -72.5854319278571}",(413) 734-0200,['delivery']
53,Chick-fil-A,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",107,3.5,"['25 Hazard Ave', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.9903007, 'longitude': -72.579674}",(860) 253-0469,['delivery']
54,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",6,1.5,"['786 Enfield St', 'Unit 6', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 42.0014762101012, 'longitude': -72.5941193869544}",(860) 741-6054,"['pickup', 'delivery']"
55,Big Y,"[{'alias': 'grocery', 'title': 'Grocery'}]",15,3.0,"['503 Memorial Ave', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.09447781, 'longitude': -72.60426965}",(413) 746-0999,[]
56,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3,2.5,"['625C Boston Rd', 'Springfield, MA 01119']",01119,Springfield,"{'latitude': 42.1347312, 'longitude': -72.5234909}",(413) 783-2929,"['pickup', 'delivery']"
57,Red Robin Gourmet Burgers and Brews,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",79,3.5,"['15 Hazard Ave', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.990482, 'longitude': -72.582302}",(860) 741-7003,"['pickup', 'delivery']"
58,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",8,2.5,"['1329 Riverdale St', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.1400704362991, 'longitude': -72.6264317944747}",(413) 781-0092,"['pickup', 'delivery']"
59,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",7,1.5,"['9 Hazard Ave', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.9904414104118, 'longitude': -72.5833667187497}",(860) 741-6484,"['pickup', 'delivery']"
60,LongHorn Steakhouse,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}]",65,3.0,"['1105 Riverdale St', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.1339772, 'longitude': -72.6237774576721}",(413) 747-8500,['delivery']
61,99 Restaurants,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]",22,4.0,"['1371 Liberty St', 'Springfield, MA 01104']",01104,Springfield,"{'latitude': 42.13959, 'longitude': -72.58195}",(413) 731-9999,[]
62,Olive Garden Italian Restaurant,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",88,3.0,"['919 Riverdale St', 'West Springfield, MA 01089']",01089,West Springfield,"{'latitude': 42.1287092, 'longitude': -72.62648}",(413) 750-5390,[]
63,Olive Garden Italian Restaurant,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",62,3.5,"['41 Hazard Ave', 'Enfield, CT 06082']",06082,Enfield,"{'latitude': 41.9902945, 'longitude': -72.57764638019145}",(860) 741-6616,[]
64,Big Y,"[{'alias': 'grocery', 'title': 'Grocery'}]",10,3.0,"['802 Williams St', 'Longmeadow, MA 01106']",01106,Longmeadow,"{'latitude': 42.0557699, 'longitude': -72.5550012}",(413) 567-6231,[]
65,Jack Chen Chinese Restaurant,"[{'alias': 'chinese', 'title': 'Chinese'}]",35,2.5,"['1193 Sumner Ave', 'Springfield, MA 01118']",01118,Springfield,"{'latitude': 42.09064, 'longitude': -72.53355}",(413) 782-5858,"['pickup', 'delivery']"
66,Pulse Cafe,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'burgers', 'title': 'Burgers'}]",159,4.5,"['270 Russell St', 'Hadley, MA 01035']",01035,Hadley,"{'latitude': 42.35145973207578, 'longitude': -72.56684434875656}",(413) 387-0555,['delivery']
67,Earthfoods Cafe,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}]",5,4.5,"['130 Hicks Way', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.388348, 'longitude': -72.528917}",(413) 545-1554,[]
68,Wild Roots,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",39,4.5,"['11 Bridge St', 'Sunderland, MA 01375']",01375,Sunderland,"{'latitude': 42.46628, 'longitude': -72.58093}",(413) 350-5911,"['pickup', 'delivery']"
69,Bela Vegetarian Restaurant,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}]",103,4.0,"['68 Masonic St', 'Northampton, MA 01060']",01060,Northampton,"{'latitude': 42.31897, 'longitude': -72.63328}",(413) 586-8011,[]
70,Lili's Restaurant,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",157,5.0,"['197 North Pleasant St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3785346, 'longitude': -72.519757}",(413) 253-5888,['delivery']
71,Sibie's Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'vegan', 'title': 'Vegan'}]",51,4.0,"['481 West St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.339847, 'longitude': -72.520897}",(413) 256-6100,"['pickup', 'delivery']"
72,Momo Tibetan Restaurant,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",53,4.5,"['23 North Pleasant St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3759300394761, 'longitude': -72.5195162614796}",(413) 835-0382,['delivery']
73,Cushman Market and Cafe,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",89,4.0,"['491 Pine St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.4126167297363, 'longitude': -72.5079345703125}",(413) 549-0100,['delivery']
74,The Black Sheep Deli,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",155,3.5,"['79 Main St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3754577636719, 'longitude': -72.5180435180664}",(413) 253-3442,['delivery']
75,Mission Cantina,"[{'alias': 'mexican', 'title': 'Mexican'}]",341,4.0,"['485 W St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3397429940276, 'longitude': -72.5209043590139}",(413) 230-3580,"['pickup', 'delivery']"
76,Bistro 63,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",185,4.0,"['63 N Pleasant St', 'Monkey Bar & Grill', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.37668, 'longitude': -72.51952}",(413) 259-1600,"['pickup', 'delivery']"
77,Fresh Side,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'panasian', 'title': 'Pan Asian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",191,3.5,"['39 S Pleasant St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3752749, 'longitude': -72.5200186}",(413) 256-0296,"['pickup', 'delivery']"
78,The Taste Thai Restaurant,"[{'alias': 'thai', 'title': 'Thai'}]",90,4.0,"['25 N Pleasant St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.376332, 'longitude': -72.519874}",(413) 256-5421,['delivery']
79,Pita Pockets - Amherst,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'halal', 'title': 'Halal'}]",213,5.0,"['103 N Pleasant St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.37722, 'longitude': -72.51936}",(413) 256-3600,['delivery']
80,Antonio's,"[{'alias': 'pizza', 'title': 'Pizza'}]",496,4.5,"['31 N Pleasant St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.37619, 'longitude': -72.51961}",(413) 253-0808,"['pickup', 'delivery']"
81,HighBrow,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",124,4.5,"['12 Crafts Ave', 'Northampton, MA 01060']",01060,Northampton,"{'latitude': 42.31741, 'longitude': -72.63153}",(413) 586-1468,['delivery']
82,Paul & Elizabeth's,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'soup', 'title': 'Soup'}]",282,4.0,"['150 Main St', 'Northampton, MA 01060']",01060,Northampton,"{'latitude': 42.31834, 'longitude': -72.63117}",(413) 584-4832,"['pickup', 'delivery']"
83,Jakes at The Mill,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pancakes', 'title': 'Pancakes'}]",65,4.5,"['68 Cowls Rd', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.41545, 'longitude': -72.53074}",(413) 230-3717,"['delivery', 'pickup']"
84,Holyoke Hummus Company,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",71,4.5,"['Northampton, MA 01060']",01060,Northampton,"{'latitude': 42.3199, 'longitude': -72.63015}",(413) 225-1755,"['pickup', 'delivery']"
85,Leverett Village Coop,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",7,4.0,"['180 Rattlesnake Gutter Rd', 'Leverett, MA 01054']",01054,Leverett,"{'latitude': 42.494564, 'longitude': -72.469718}",(413) 367-9794,[]
86,Blue Heron Restaurant,"[{'alias': 'newamerican', 'title': 'American (New)'}]",130,4.0,"['112 N Main St', 'Sunderland, MA 01375']",01375,Sunderland,"{'latitude': 42.46719, 'longitude': -72.57818}",(413) 665-2102,['delivery']
87,El Comalito,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'bars', 'title': 'Bars'}]",150,4.0,"['460 W St', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3405129991382, 'longitude': -72.5193391647356}",(413) 259-9999,['delivery']
88,Bueno Y Sano,"[{'alias': 'mexican', 'title': 'Mexican'}]",223,4.0,"['1 Boltwood Walk', 'Amherst, MA 01002']",01002,Amherst,"{'latitude': 42.3759103, 'longitude': -72.5184821}",(413) 253-4000,"['pickup', 'delivery']"
